Evaluation,mean,median,count,prop_0_0p5,prop_0p5_1,prop_0.5_3,prop_0.5_5,prop_0.5_30,prop_1_3,prop_1_5,prop_1_30,prop_3_30,prop_5_30,prop_gt10,prop_sum_check
NV-NCD-RW-23526_2023-08-04,0.9125860842731496,0.8199999928474426,2846,0.31763879128601546,0.2817990161630358,0.6823612087139845,0.6823612087139845,0.6823612087139845,0.4005621925509487,0.4005621925509487,0.4005621925509487,0,0,0,3.8482080112438513
CA-ELFO-TW-23001_2023-08-05,0.02654435086701516,0.01999999955296516,3461,1,0,0,0,0,0,0,0,0,0,0,1
CA-ELFO-TW-24022_2024-05-31,0.0566666664098663,0.05000000074505806,3228,1,0,0,0,0,0,0,0,0,0,0,1
CA-ELFO-TW-22106_2022-06-10,0.07498680706166236,0.03999999910593033,1137,1,0,0,0,0,0,0,0,0,0,0,1
CA-APFO-TW-22102_2022-08-09,0.16487710553102322,0.10999999940395357,3621,0.9395194697597349,0.06048053024026512,0.06048053024026512,0.06048053024026512,0.06048053024026512,0,0,0,0,0,0,1.1814415907207954
CA-APFO-TW-21110_2022-08-06,0.18187704371462624,0.14000000059604645,1529,0.9803793328973185,0.01962066710268149,0.01962066710268149,0.01962066710268149,0.01962066710268149,0,0,0,0,0,0,1.0588620013080445
CA-ELFO-TW-22097_2022-07-24,0.095374939169322,0.05481481455542423,2067,0.9671020803096275,0.01644895984518626,0.03289791969037252,0.03289791969037252,0.03289791969037252,0.01644895984518626,0.01644895984518626,0.01644895984518626,0,0,0,1.13159167876149
NV-WND-TW-23001_2023-09-13,1.2792970053401271,1.108082207914901,5377,0.13353170913148596,0.3090942904965594,0.8197879858657244,0.8664682908685141,0.8664682908685141,0.510693695369165,0.5573740003719546,0.5573740003719546,0.04668030500278966,0,0,4.6674725683466605
CA-APFO-TW-21110_2024-06-27,0.18187704371462624,0.14000000059604645,1529,0.9803793328973185,0.01962066710268149,0.01962066710268149,0.01962066710268149,0.01962066710268149,0,0,0,0,0,0,1.0588620013080445
CA-ELFO-TW-23113_2023-08-05,0.02797818927819492,0.02999999932944774,4585,1,0,0,0,0,0,0,0,0,0,0,1
CA-ELFO-TW-22105_2022-06-22,0.09249089562347008,0.07000000029802322,2746,0.9919883466860888,0.008011653313911144,0.008011653313911144,0.008011653313911144,0.008011653313911144,0,0,0,0,0,0,1.0240349599417335
NV-NCD-RW-22509_2022-08-22,0.8502932955099883,0.7749999761581421,1432,0.25139664804469275,0.420391061452514,0.7486033519553073,0.7486033519553073,0.7486033519553073,0.32821229050279327,0.32821229050279327,0.32821229050279327,0,0,0,3.902234636871508
CA-APFO-TW-23101_2023-06-08,0.0828712727156801,0.05425970859427764,6976,0.9895355504587156,0.0043004587155963305,0.010177752293577981,0.010464449541284403,0.010464449541284403,0.005877293577981652,0.006163990825688074,0.006163990825688074,2.8669724770642203e-4,0,0,1.043434633027523
CA-APFO-TW-22095_2022-07-21,0.19937017621997516,0.1599999964237213,6478,0.9688175362766286,0.031182463723371412,0.031182463723371412,0.031182463723371412,0.031182463723371412,0,0,0,0,0,0,1.0935473911701146
CA-ELFO-TW-22087_2022-05-27,0.01842085620114368,0.01999999955296516,2685,1,0,0,0,0,0,0,0,0,0,0,1
CA-APFO-TW-23101_2024-07-27,0.0828712727156801,0.05425970859427764,6976,0.9895355504587156,0.0043004587155963305,0.010177752293577981,0.010464449541284403,0.010464449541284403,0.005877293577981652,0.006163990825688074,0.006163990825688074,2.8669724770642203e-4,0,0,1.043434633027523
CA-ELFO-TW-22129_2024-07-06,0.11145622897516898,0.09000000357627869,3564,0.9943883277216611,0.005611672278338945,0.005611672278338945,0.005611672278338945,0.005611672278338945,0,0,0,0,0,0,1.016835016835017
CA-ELFO-TW-21103_2022-06-08,0.06626730416018844,0.05999999865889549,7946,1,0,0,0,0,0,0,0,0,0,0,1
CA-ELFO-TW-23114_2024-06-02,0.01983127855002197,0.01999999955296516,11439,1,0,0,0,0,0,0,0,0,0,0,1
NV-WND-RW-23578_2023-09-14,0.03724287082839504,0.02999999932944774,5085,1,0,0,0,0,0,0,0,0,0,0,1
CA-ELFO-TW-21103_2023-08-06,0.06626730416018844,0.05999999865889549,7946,1,0,0,0,0,0,0,0,0,0,0,1
CA-ELFO-TW-22091_2022-06-12,0.22866504503844792,0.03857253836516117,6577,0.9694389539303634,0.002280675079823628,0.006081800212863008,0.010947240383153414,0.030561046069636614,0.0038011251330393797,0.008666565303329786,0.028280370989812984,0.024479245856773604,0.019613805686483198,0,1.104150828645279
CA-ELFO-TW-23006_2023-06-09,0.5372449440835567,0.16980769399266976,2225,0.8125842696629213,0.10651685393258427,0.1298876404494382,0.15865168539325844,0.18741573033707865,0.023370786516853932,0.05213483146067416,0.08089887640449438,0.05752808988764045,0.028764044943820226,0,1.6377528089887643
CA-ELFO-TW-22142_2023-08-19,0.10492724636193566,0.09000000357627869,5498,1,0,0,0,0,0,0,0,0,0,0,1
CA-ELFO-TW-23114_2023-08-04,0.01983127855002197,0.01999999955296516,11439,1,0,0,0,0,0,0,0,0,0,0,1
CA-ELFO-TW-23113_2024-05-31,0.03160388770027772,0.02999999932944774,4115,1,0,0,0,0,0,0,0,0,0,0,1
CA-ELFO-TW-21103_2024-06-01,0.06626730416018844,0.05999999865889549,7946,1,0,0,0,0,0,0,0,0,0,0,1
NV-NCD-TW-24006_2024-05-12,2.3421001686424643,1.422631533522355,3514,0.08793397837222539,0.25241889584519067,0.6050085372794536,0.7720546385885031,0.9120660216277746,0.35258964143426297,0.5196357427433125,0.659647125782584,0.307057484348321,0.1400113830392715,0,4.6084234490609
CA-APFO-TW-24039_2024-07-25,0.7706706841913679,0.4505607457918541,5144,0.5215785381026439,0.20859253499222394,0.44673405909797825,0.4782270606531882,0.4784214618973561,0.2381415241057543,0.26963452566096424,0.2698289269051322,0.031687402799377914,1.9440124416796267e-4,0,2.943040435458787
CA-ELFO-TW-23011_2023-08-05,0.02306877597534255,0.01999999955296516,7837,1,0,0,0,0,0,0,0,0,0,0,1
